Resort Name,Continent,Country,State/Province,URL,Altitude,Easy(km),Intermediate(km) ,Difficult(km),Adult(ticket),Youth(ticket),Child(ticket),Lifts and cable cars 
pomerelle,North America,USA,Idaho,http://www.skiresort.info/ski-resort/pomerelle/,2640,4,7,4,38,0,29,3
porcupine-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/porcupine-mountain/,415,3.2,3.5,3,39,0,30,
potawatomi-park,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/potawatomi-park/,0,,,,0,0,0,
powder-mountain,North America,USA,Utah,http://www.skiresort.info/ski-resort/powder-mountain/,2712,30,50,55,85,0,47,3.2
powder-ridge,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/powder-ridge/,432,2,1.5,0.5,48,0,0,2.8
powder-ridge-mountain-park-resort,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/powder-ridge-mountain-park-resort/,245,2.5,2,1,55,0,44,3
powderbird,North America,USA,Utah,http://www.skiresort.info/ski-resort/powderbird/,0,,,,0,0,0,
powderhorn,North America,USA,Colorado,http://www.skiresort.info/ski-resort/powderhorn/,3000,5,15,18,71,60,35,3.6
powderhouse-hill-south-berwick,North America,USA,Maine,http://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,80,0.5,0,0,5,0,0,1
powers-bluff,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/powers-bluff/,436,1,0,0,8,0,0,1
purgatory-durango,North America,USA,Colorado,http://www.skiresort.info/ski-resort/purgatory-durango/,3299,15,40,30,89,70,55,3.6
quadna-mountain,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/quadna-mountain/,0,,,,0,0,0,
quechee-lakes-ski-area,North America,USA,Vermont,http://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,380,2,2.5,0.5,36,0,32,2.8
quoggy-jo-ski-center-presque-isle,North America,USA,Maine,http://www.skiresort.info/ski-resort/quoggy-jo-ski-center-presque-isle/,275,0.8,0,0,8,0,0,1.5
ragged-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/ragged-mountain/,680,4.5,10,8,79,65,55,3.9
raging-buffalo-algonquin,North America,USA,Illinois,http://www.skiresort.info/ski-resort/raging-buffalo-algonquin/,260,0.3,0.2,0,45,0,0,1
ravenswood,North America,USA,Alaska,http://www.skiresort.info/ski-resort/ravenswood/,0,,,,0,0,0,
red-hill-moultonborough,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/red-hill-moultonborough/,260,0.4,0.4,0.2,0,0,0,1
red-lodge-mountain,North America,USA,Montana,http://www.skiresort.info/ski-resort/red-lodge-mountain/,2870,11,30,24,53,42,22,3.4
red-river,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/red-river/,3135,7,6,7,73,67,57,3
riverside-hills,North America,USA,Iowa,http://www.skiresort.info/ski-resort/riverside-hills/,0,,,,0,0,0,
riverview-highlands,North America,USA,Michigan,http://www.skiresort.info/ski-resort/riverview-highlands/,0,,,,0,0,0,
rocking-horse-ranch,North America,USA,New York,http://www.skiresort.info/ski-resort/rocking-horse-ranch/,214,0.3,0,0,0,0,0,1
rotarun,North America,USA,Idaho,http://www.skiresort.info/ski-resort/rotarun/,1790,1,2,1.5,20,0,10,1.5
roundtop,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/roundtop/,410,1.5,3,3,68,0,56,3
royal-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/royal-mountain/,533,2.5,3,2,40,0,30,3
ruby-mountain,North America,USA,Nevada,http://www.skiresort.info/ski-resort/ruby-mountain/,3350,,,,0,0,0,
saddleback,North America,USA,Maine,http://www.skiresort.info/ski-resort/saddleback/,1220,4,8,10,69,0,59,2.9
sahalie-ski-club,North America,USA,Washington State,http://www.skiresort.info/ski-resort/sahalie-ski-club/,966,1,0.5,0,0,0,0,
sand-master-park-florence,North America,USA,Oregon,http://www.skiresort.info/ski-resort/sand-master-park-florence/,40,0,0,0.1,25,0,0,1
sandia-peak,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/sandia-peak/,3140,8,20,3,55,45,40,2.8
santa-fe,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/santa-fe/,3679,9,15,10,75,60,52,3
sapphire-valley,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/sapphire-valley/,1005,0.5,0,0,40,0,23,3
sawkill-ski,North America,USA,New York,http://www.skiresort.info/ski-resort/sawkill-ski/,0,,,,40,0,33,
sawmill-mountain-resort,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/sawmill-mountain-resort/,620,0.9,2.5,1,37,0,30,2.6
schweitzer-mountain-resort,North America,USA,Idaho,http://www.skiresort.info/ski-resort/schweitzer-mountain-resort/,1950,20,40,35,79,0,50,3.6
scotch-valley-resort,North America,USA,New York,http://www.skiresort.info/ski-resort/scotch-valley-resort/,0,,,,0,0,0,
seacoast-snow-park,North America,USA,Maine,http://www.skiresort.info/ski-resort/seacoast-snow-park/,0,,,,0,0,0,
seven-oaks,North America,USA,Iowa,http://www.skiresort.info/ski-resort/seven-oaks/,330,1.5,2,0.5,36,0,27,3
seven-springs,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/seven-springs/,915,6,7,4,87,0,67,3.3
shanty-creek-resorts-schuss-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/shanty-creek-resorts-schuss-mountain/,356,5,4,3,69,59,54,3
shanty-creek-resorts-summit-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,300,0.8,2.5,0.7,69,59,54,3
shawnee-mountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/shawnee-mountain/,350,4,9,5,62,0,45,3.2
shawnee-peak,North America,USA,Maine,http://www.skiresort.info/ski-resort/shawnee-peak/,550,4,12,7,65,0,50,3
showdown,North America,USA,Montana,http://www.skiresort.info/ski-resort/showdown/,2500,6,8,6,45,40,25,3
shu-maker-mountain-little-falls,North America,USA,New York,http://www.skiresort.info/ski-resort/shu-maker-mountain-little-falls/,0,,,,0,0,0,
sierra-at-tahoe,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sierra-at-tahoe/,2698,12,23,11.5,104,94,43,3
sierra-summit,North America,USA,California,http://www.skiresort.info/ski-resort/sierra-summit/,0,,,,0,0,0,
silver-mountain,North America,USA,Idaho,http://www.skiresort.info/ski-resort/silver-mountain/,1920,4,8,13,60,0,45,3.8
silver-ridge,North America,USA,Michigan,http://www.skiresort.info/ski-resort/silver-ridge/,0,,,,0,0,0,
silverton-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/silverton-mountain/,3790,,,,59,0,0,
sipapu,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/sipapu/,2825,3,7,8,45,39,29,2.8
sitzmark,North America,USA,Washington State,http://www.skiresort.info/ski-resort/sitzmark/,1485,2,3,2.5,35,28,22,2.8
ski-brule,North America,USA,Michigan,http://www.skiresort.info/ski-resort/ski-brule/,565,2,4,1.5,49,0,43,2.7
skiland-mt-aurora,North America,USA,Alaska,http://www.skiresort.info/ski-resort/skiland-mt-aurora/,745,4,9,4,35,0,20,3
sky-tavern,North America,USA,Nevada,http://www.skiresort.info/ski-resort/sky-tavern/,2517,,,,0,0,0,
skyline-friendship,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/skyline-friendship/,392,1,0.4,0.3,0,0,0,1.4
sleeping-giant,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/sleeping-giant/,2265,3,8,6,34,26,16,2.7
sleepy-hollow-sports-park-des-moines,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sleepy-hollow-sports-park-des-moines/,286,0.5,0.4,0.3,0,0,0,2.8
smugglers-notch,North America,USA,Vermont,http://www.skiresort.info/ski-resort/smugglers-notch/,1112,13,41,24,80,0,64,3
snoebahn-centennial,North America,USA,Colorado,http://www.skiresort.info/ski-resort/snoebahn-centennial/,1710,0.1,0,0,40,0,35,
snow-creek,North America,USA,Missouri,http://www.skiresort.info/ski-resort/snow-creek/,335,1.3,1.8,0.1,44,0,29,2.9
snow-hill-at-eastman,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/snow-hill-at-eastman/,420,0.5,0.5,0,0,0,0,
snow-king-mountain-jackson,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/snow-king-mountain-jackson/,2380,3,2.5,3.5,55,0,35,3
snow-ridge,North America,USA,New York,http://www.skiresort.info/ski-resort/snow-ridge/,540,2,3,5,39,0,30,
snow-snake,North America,USA,Michigan,http://www.skiresort.info/ski-resort/snow-snake/,365,1,1.5,0.5,32,0,0,2.4
snow-summit-big-bear-lake,North America,USA,California,http://www.skiresort.info/ski-resort/snow-summit-big-bear-lake/,2500,10,12,7,89,73,36,3.4
snow-trails,North America,USA,Ohio,http://www.skiresort.info/ski-resort/snow-trails/,440,1.5,2.8,1,49,0,39,3
snow-valley,North America,USA,California,http://www.skiresort.info/ski-resort/snow-valley/,2390,4,20,10,79,69,35,3.3
snowbasin,North America,USA,Utah,http://www.skiresort.info/ski-resort/snowbasin/,2850,5,28,15,99,0,55,3.9
snowbird,North America,USA,Utah,http://www.skiresort.info/ski-resort/snowbird/,3353,27,38,38,129,0,61,3.7
snowhaven,North America,USA,Idaho,http://www.skiresort.info/ski-resort/snowhaven/,1730,1.5,0.5,0,25,0,0,
snowmass,North America,USA,Colorado,http://www.skiresort.info/ski-resort/snowmass/,3813,14.2,111,111,169,0,112,4
snowshoe-mountain,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/snowshoe-mountain/,1478,14,11,6,99,87,82,3.5
snowstar,North America,USA,Illinois,http://www.skiresort.info/ski-resort/snowstar/,235,0.5,1.5,2,35,0,30,2.9
snowy-range,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/snowy-range/,2945,4.5,9,3,45,39,28,3
soda-springs,North America,USA,Western United States,http://www.skiresort.info/ski-resort/soda-springs/,2232,3,5,2,39,39,29,3
soldier-mountain,North America,USA,Idaho,http://www.skiresort.info/ski-resort/soldier-mountain/,2188,9,8,8,38,0,22,3
solitude,North America,USA,Utah,http://www.skiresort.info/ski-resort/solitude/,3000,20,30,14,88,56,0,3.8
song-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/song-mountain/,585,4.5,6,2.5,56,0,46,2.9
spirit-mountain,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/spirit-mountain/,390,4,5,2,49,0,39,3.6
spout-springs,North America,USA,Oregon,http://www.skiresort.info/ski-resort/spout-springs/,1670,3,5,1.5,35,30,25,3
spring-mountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/spring-mountain/,150,4,2.5,2,48,0,0,3
spruce-mountain-jay,North America,USA,Maine,http://www.skiresort.info/ski-resort/spruce-mountain-jay/,183,0.6,1.4,0.4,25,0,20,1
squaw-valley,North America,USA,Western United States,http://www.skiresort.info/ski-resort/squaw-valley/,2760,25,45,30,129,112,78,4
stagecoach,North America,USA,Colorado,http://www.skiresort.info/ski-resort/stagecoach/,2867,,,,0,0,0,
standing-rocks,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/standing-rocks/,370,0.6,0.3,0.3,8,0,5,
steamboat,North America,USA,Colorado,http://www.skiresort.info/ski-resort/steamboat/,3221,25,95,45,165,135,105,3.9
sterling-forest-ski-center,North America,USA,New York,http://www.skiresort.info/ski-resort/sterling-forest-ski-center/,0,,,,0,0,0,
stevens-pass,North America,USA,Washington State,http://www.skiresort.info/ski-resort/stevens-pass/,1750,6,18,15,74,0,50,3.5
storrs-hill-lebanon,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/storrs-hill-lebanon/,282,0.7,0.3,0,10,0,7,1.5
stover-mountain,North America,USA,California,http://www.skiresort.info/ski-resort/stover-mountain/,1710,,,,0,0,0,
stowe,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stowe/,1116,20,42,8,131,0,111,4
stratton,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stratton/,1181,60,20,12,105,89,79,3.7
sugar-bowl,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sugar-bowl/,2555,15.3,40.5,34.2,115,94,66,3.7
sugar-mountain,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/sugar-mountain/,1589,4,7,3,72,0,49,3.7
sugarbush,North America,USA,Vermont,http://www.skiresort.info/ski-resort/sugarbush/,1240,17,40,30,97,0,77,3.7
sugarloaf,North America,USA,Maine,http://www.skiresort.info/ski-resort/sugarloaf/,1286,28,40,51,95,79,69,3.4
suicide-six,North America,USA,Vermont,http://www.skiresort.info/ski-resort/suicide-six/,411,3.5,4,3,68,0,50,3
summit-ski-area-at-mt-hood,North America,USA,Oregon,http://www.skiresort.info/ski-resort/summit-ski-area-at-mt-hood/,1312,2,2,0,30,0,20,3
sunburst,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/sunburst/,357,0.5,1.5,1,42,0,25,2.6
sundance,North America,USA,Utah,http://www.skiresort.info/ski-resort/sundance/,2515,15,20,9,70,0,43,3
sunday-river,North America,USA,Maine,http://www.skiresort.info/ski-resort/sunday-river/,957,30,40,14,105,79,69,3.6
sundown,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/sundown/,330,2.7,1.4,1.7,60,52,18,
sundown-mountain-resort,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sundown-mountain-resort/,350,1.3,1.6,0.3,45,0,35,
sunlight-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/sunlight-mountain/,3015,4,11,5,63,0,45,3
sunrise-park,North America,USA,Arizona,http://www.skiresort.info/ski-resort/sunrise-park/,3330,,,,71,59,44,
sunset-ski-area,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sunset-ski-area/,0,,,,0,0,0,
swain,North America,USA,New York,http://www.skiresort.info/ski-resort/swain/,600,3,4.2,3.7,54,0,44,2.9
swiss-valley,North America,USA,Michigan,http://www.skiresort.info/ski-resort/swiss-valley/,360,0.4,1.1,0.3,42,0,30,
tamarack-resort,North America,USA,Idaho,http://www.skiresort.info/ski-resort/tamarack-resort/,2347,12,20,10,69,44,30,4
taos,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/taos/,3795,27,28,58,105,85,65,3
telluride,North America,USA,Colorado,http://www.skiresort.info/ski-resort/telluride/,3815,6.7,51.7,29.8,133,0,79,4
tenney-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/tenney-mountain/,655,3,8,4,0,0,0,
terry-peak,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/terry-peak/,2130,4.7,7.2,4.1,53,0,39,4.1
teton-pass,North America,USA,Montana,http://www.skiresort.info/ski-resort/teton-pass/,2194,6,5,4,45,40,30,2.6
the-balsams,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/the-balsams/,838,3.4,4,5.2,0,0,0,
the-homestead-resort,North America,USA,Michigan,http://www.skiresort.info/ski-resort/the-homestead-resort/,280,1,2,1,50,38,24,
the-omni-homestead,North America,USA,Virginia,http://www.skiresort.info/ski-resort/the-omni-homestead/,930,1,1,1,0,0,0,
the-ridge-le-roy,North America,USA,New York,http://www.skiresort.info/ski-resort/the-ridge-le-roy/,245,0.4,0.3,0,0,0,0,1.5
the-rock-snow-park,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/the-rock-snow-park/,270,1,0,0,40,0,0,
the-summit-at-snoqualmie,North America,USA,Washington State,http://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,1180,5.2,13.7,9,79,55,15,3.2
the-whitecap-mountains,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/the-whitecap-mountains/,540,4,2,3,55,42,27,
thunder-ridge,North America,USA,New York,http://www.skiresort.info/ski-resort/thunder-ridge/,267,1.8,1,1.4,52,0,37,
timber-ridge,North America,USA,Michigan,http://www.skiresort.info/ski-resort/timber-ridge/,287,1.2,1.6,0.4,40,0,29,
timberline,North America,USA,Oregon,http://www.skiresort.info/ski-resort/timberline/,2603,8,15,8,76,63,34,4.1
timberline-four-seasons,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/timberline-four-seasons/,1301,6,6,6,79,0,55,3
titcomb-mountain,North America,USA,Maine,http://www.skiresort.info/ski-resort/titcomb-mountain/,210,1,1.1,2.3,22,0,0,
titus-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/titus-mountain/,423,10,10,7,45,45,35,2.9
toggenburg-ski-center,North America,USA,New York,http://www.skiresort.info/ski-resort/toggenburg-ski-center/,543,3.2,2,3.1,50,0,40,
treetops-sylvan,North America,USA,Michigan,http://www.skiresort.info/ski-resort/treetops-sylvan/,405,0.3,1.9,2.2,59,55,49,
triangle-sports-area-green-bay,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,217,0.5,0.1,0,0,0,0,1
trollhaugen,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/trollhaugen/,362,2.5,1.5,0.9,50,0,40,2.6
turner-mountain,North America,USA,Montana,http://www.skiresort.info/ski-resort/turner-mountain/,1814,2.1,5.5,6.2,37,25,20,
tussey-mountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/tussey-mountain/,553,1.5,1.2,0.3,48,0,44,
tuxedo-ridge,North America,USA,New York,http://www.skiresort.info/ski-resort/tuxedo-ridge/,365,1,4,2,0,0,0,
tyrol-basin-mt-horeb,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,344,1.2,1.5,1.5,45,0,35,
vail,North America,USA,Colorado,http://www.skiresort.info/ski-resort/vail/,3433,57,84,93,169,0,117,4
val-bialas-ski-center-utica,North America,USA,New York,http://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,251,0.8,0.4,0.6,0,0,0,2.6
valdez-heli-ski-guides,North America,USA,Alaska,http://www.skiresort.info/ski-resort/valdez-heli-ski-guides/,0,,,,0,0,0,
veterans-memorial-franklin,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/veterans-memorial-franklin/,305,0.6,0.4,0,0,0,0,1.3
villa-olivia-bartlett,North America,USA,Illinois,http://www.skiresort.info/ski-resort/villa-olivia-bartlett/,258,0.2,0.6,0.6,40,29,17,2.2
villa-roma,North America,USA,New York,http://www.skiresort.info/ski-resort/villa-roma/,388,1.7,0,0,0,0,0,
wachusett-mountain,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/wachusett-mountain/,611,3.6,4.8,3.6,69,0,56,4.1
ward-hill-shrewsbury,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,160,0.6,1,0.5,49,0,10,2.5
warner-canyon-lakeview,North America,USA,Oregon,http://www.skiresort.info/ski-resort/warner-canyon-lakeview/,1975,2.4,1.6,5.9,32,22,18,
waterville-valley,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/waterville-valley/,1220,3.5,16,5.5,81,71,61,3.3
welch-village,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/welch-village/,323,2,2,2,56,0,46,
wenatchee-mission-ridge,North America,USA,Washington State,http://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,2078,10,60,30,63,0,43,3.4
west-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/west-mountain/,435,5.9,2.1,1.7,59,49,45,3
whaleback,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/whaleback/,543,5.2,2.8,3.5,43,32,27,2.8
whisper-ridge,North America,USA,Utah,http://www.skiresort.info/ski-resort/whisper-ridge/,0,,,,0,0,0,
white-pass,North America,USA,Washington State,http://www.skiresort.info/ski-resort/white-pass/,1986,10,12,8,63,0,43,3.7
white-pine-pinedale,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/white-pine-pinedale/,2847,3.7,2.6,5.3,48,0,35,3
whiteface-lake-placid,North America,USA,New York,http://www.skiresort.info/ski-resort/whiteface-lake-placid/,1340,7,15,13,94,74,58,3
whitefish-mountain-resort,North America,USA,Montana,http://www.skiresort.info/ski-resort/whitefish-mountain-resort/,2078,18,46,27,79,68,40,3.5
whitetail,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/whitetail/,549,1.5,5.6,3.1,75,0,62,
whitetail-ridge-fort-mccoy,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,322,0.7,0.5,0,30,0,25,1.5
wild-mountain,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/wild-mountain/,320,1.1,1.6,2.1,51,0,40,
wildcat-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/wildcat-mountain/,1238,9.4,22.1,14,85,0,64,3.5
willamette-pass-crescent,North America,USA,Oregon,http://www.skiresort.info/ski-resort/willamette-pass-crescent/,2036,6,13,10,49,0,30,3.4
willard-mountain-greenwich,North America,USA,New York,http://www.skiresort.info/ski-resort/willard-mountain-greenwich/,429,0.6,1.4,0.8,43,0,39,
wilmot-mountain,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/wilmot-mountain/,292,1.4,1.6,1,64,0,59,2.9
windham-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/windham-mountain/,945,,,,85,73,63,
winter-park-kewaunee-county,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,225,0.5,0.5,0.1,10,0,0,1.5
winter-park-resort,North America,USA,Colorado,http://www.skiresort.info/ski-resort/winter-park-resort/,3676,11,53,79,159,0,99,4
winterclub-indoor-ski-snowboard-winter-park,North America,USA,Florida,http://www.skiresort.info/ski-resort/winterclub-indoor-ski-snowboard-winter-park/,34,0.1,0,0,0,0,0,1
wintergreen-resort,North America,USA,Virginia,http://www.skiresort.info/ski-resort/wintergreen-resort/,1071,2,4,4,84,0,64,3.8
winterplace,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/winterplace/,1097,,,,69,0,52,
wisp-mchenry-deep-creek-lake,North America,USA,Maryland,http://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,950,5.6,6.1,4.3,74,0,54,
wolf-creek,North America,USA,Colorado,http://www.skiresort.info/ski-resort/wolf-creek/,3628,20,35,45,70,0,36,3.4
wolf-ridge,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/wolf-ridge/,1432,3,2,1,56,0,46,3
woodbury,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/woodbury/,259,3.5,3.5,2.6,42,0,35,
woods-valley,North America,USA,New York,http://www.skiresort.info/ski-resort/woods-valley/,325,2,1.5,0.5,43,0,37,
yawgoo-valley,North America,USA,Rhode Island,http://www.skiresort.info/ski-resort/yawgoo-valley/,96,1.5,0.9,0.1,49,0,42,
yellowstone-club,North America,USA,Montana,http://www.skiresort.info/ski-resort/yellowstone-club/,3005,30,30,20,0,0,0,4.4