Resort_Name,google_search_name,Resort_INS_hashtag,twitter_account_name,twitter_screen_name,Continent,Country,State,URL,Altitude,Easy_km,Intermediate_km,Difficult_km,Adult_ticket,Youth_ticket,Child_ticket,Lifts_cables
hickory-ski-center,hickory-ski-center skiresort,hickoryskicenter,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/hickory-ski-center/,583,3,3,2,45,0,30,null
hidden-valley-mo,hidden-valley-mo skiresort,hiddenvalleyski,NULL,NULL,North America,USA,Missouri,http://www.skiresort.info/ski-resort/hidden-valley-mo/,240,1,2,1,48,0,30,2.9
hilltop-anchorage,hilltop-anchorage skiresort,hilltopanchorage,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/hilltop-anchorage/,140,4,1,0,32,30,20,2.8
holiday-mountain-ny,holiday-mountain-ny skiresort,holidaymountain,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/holiday-mountain-ny/,440,1,2,1,42,0,0,null
hunter-mountain,hunter-mountain skiresort,huntermountain,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/hunter-mountain/,975,18,18,19,80,0,64,3.4
hyland-ski-snowboard-area,hyland-ski-snowboard-area skiresort,hylandskisnowboardarea,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/hyland-ski-snowboard-area/,310,0.6,0.4,0.2,34,0,31,3
indian-lake,indian-lake skiresort,indianlake111,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/indian-lake/,599,0.6,0.3,0,0,0,0,1.5
jerrys-heliski-alaska,jerrys-heliski-alaska skiresort,jerrysheliskialaska,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/jerrys-heliski-alaska/,0,0,0,0,0,0,0,null
kettlebowl,kettlebowl skiresort,kettlebowl111,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/kettlebowl/,542,0.3,1.1,0,5,3,2,1
keyes-peak-florence,keyes-peak-florence skiresort,keyespeakflorence,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/keyes-peak-florence/,450,0.5,0,0,12,0,8,null
kirkwood,kirkwood skiresort,kirkwooddeep,NULL,NULL,North America,USA,Western United States,http://www.skiresort.info/ski-resort/kirkwood/,2987,15,30,20,119,107,87,3.2
lake-city-ski-hill,lake-city-ski-hill skiresort,lakecityskihill,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/lake-city-ski-hill/,2771,0.7,0.3,0,15,0,7,1.5
las-vegas-ski-and-snowboard-resort-lee-canyon,las-vegas-ski-and-snowboard-resort-lee-canyon skiresort,asvegasskiandsnowboard,NULL,NULL,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,2856,0.3,5,2,70,0,60,2.8
las-vegas-wet-planned,las-vegas-wet-planned skiresort,lasvegaswetplanned,NULL,NULL,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-wet-planned/,0,0,0,0,0,0,0,null
leavenworth-ski-hill,leavenworth-ski-hill skiresort,skileavenworth,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/leavenworth-ski-hill/,520,1,0,0,18,0,14,1
little-ski-hill,little-ski-hill skiresort,littleskihill,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/little-ski-hill/,1700,1.4,0,0,15,0,12,null
little-switzerland-ski-resort,little-switzerland-ski-resort skiresort,littleswitzerlandskiresort,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/little-switzerland-ski-resort/,380,1.1,1.3,0.6,44,0,32,2.6
living-memorial-park-brattleboro,living-memorial-park-brattleboro skiresort,livingmemorialpark,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,189,0.5,0,0,5,0,0,1.5
lonesome-pine-trails-fort-kent,lonesome-pine-trails-fort-kent skiresort,lonesomepinetrails,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,299,1,1.6,2,20,0,17,1.4
lutsen-mountains,lutsen-mountains skiresort,lutsenmountains,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/lutsen-mountains/,503,8,19,13,82,0,67,3.6
lyndon-outing-club,lyndon-outing-club skiresort,lyndonoutingclub,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/lyndon-outing-club/,380,1.5,1,0.1,15,0,10,1.4
lynx-creek,lynx-creek skiresort,lynxcreek111,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/lynx-creek/,0,0,0,0,0,0,0,null
magic-mountain-resort,magic-mountain-resort skiresort,magicmountainresort,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/magic-mountain-resort/,2207,3.5,3,4,31,0,22,null
massanutten,massanutten skiresort,massanutten,NULL,NULL,North America,USA,Virginia,http://www.skiresort.info/ski-resort/massanutten/,871,2,3.5,2.5,70,0,60,2.9
maverick-mountain,maverick-mountain skiresort,mammothmountainskipatrol,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/maverick-mountain/,2596,6,8,6,36,0,22,3
mccauly-mountain,mccauly-mountain skiresort,mccaulymountain,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/mccauly-mountain/,700,3,4,2,30,0,25,2.4
meadowlark-ski-lodge,meadowlark-ski-lodge skiresort,meadowlarkskilodge,NULL,NULL,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/meadowlark-ski-lodge/,2828,3,4,3,45,38,27,3
meany-lodge,meany-lodge skiresort,meanylodge,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/meany-lodge/,1027,1,1,0,0,0,0,null
missaukee-mountain,missaukee-mountain skiresort,missaukeemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/missaukee-mountain/,0,0,0,0,0,0,0,null
mont-ripley,mont-ripley skiresort,montripley,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mont-ripley/,330,2,2.2,2.7,45,0,40,2.7
mott-mountain,mott-mountain skiresort,mottmountainmoon,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mott-mountain/,0,0,0,0,0,0,0,null
mount-greylock-south-williamstown,mount-greylock-south-williamstown skiresort,mountgreylocksouthwilliamstown,NULL,NULL,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/mount-greylock-south-williamstown/,481,1.2,3,0.6,0,0,0,1
mount-snow,mount-snow skiresort,mountsnow,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/mount-snow/,1095,6,46,8,95,0,75,3.7
mountain-high-east,mountain-high-east skiresort,mountainhigheast,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/mountain-high-east/,2496,2,5,4,74,0,35,3.9
mountain-high-north,mountain-high-north skiresort,mountainhighnorth,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/mountain-high-north/,2287,2,3,0,74,0,35,3
mountain-high-west,mountain-high-west skiresort,mountainhighwest,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/mountain-high-west/,2410,3,5,7,74,0,35,3.4
mt-bailey,mt-bailey skiresort,mtbailey,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/mt-bailey/,0,0,0,0,350,0,0,null
mt-baker,mt-baker skiresort,mtbakerskiarea,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/mt-baker/,1525,24,45,31,62,40,30,3
mt-bohemia,mt-bohemia skiresort,mtbohemia,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mt-bohemia/,445,0,3,10,59,0,0,3
mt-eustis-littleton,mt-eustis-littleton skiresort,mteustis,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/mt-eustis-littleton/,0,0,0,0,0,0,0,null
mt-eyak,mt-eyak skiresort,mteyak,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/mt-eyak/,366,1,2,2,30,0,20,3
mt-holiday,mt-holiday skiresort,mtholiday,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mt-holiday/,274,1,2,1.5,32,0,26,2.6
mt-jefferson,mt-jefferson skiresort,mtjeffersonskiarea,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/mt-jefferson/,230,3,4,2.5,20,0,15,1.4
mt-kato,mt-kato skiresort,mtkato,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/mt-kato/,313,2.5,4.5,5,41,0,33,2.9
mt-la-crosse,mt-la-crosse skiresort,mtlacrosse,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/mt-la-crosse/,372,1.5,3,2.5,51,0,48,2.9
mt-mc-sauba,mt-mc-sauba skiresort,mtmcsauba,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mt-mc-sauba/,0,0,0,0,0,0,0,null
mt-peter,mt-peter skiresort,mtpeter,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/mt-peter/,330,1,2,0.8,49,0,42,2.9
mt-pisgah,mt-pisgah skiresort,mtpisgahsummit,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/mt-pisgah/,627,1,0,0,20,0,0,1.5
mt-sunapee,mt-sunapee skiresort,mtsunapee,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/mt-sunapee/,828,8,16,6,84,67,57,3.6
mt-zion-hill,mt-zion-hill skiresort,mtzionhill,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mt-zion-hill/,0,0,0,0,0,0,0,null
mystic-mountain-farmington,mystic-mountain-farmington skiresort,mysticmountainfarmington,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/mystic-mountain-farmington/,619,2.3,1,0.6,43,0,35,2.9
navarino-hills,navarino-hills skiresort,navarinohills,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/navarino-hills/,270,0.5,0.3,0,27,0,10,2.4
nor-ski-runs-decorah,nor-ski-runs-decorah skiresort,norskirunsdecorah111,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/nor-ski-runs-decorah/,0,0,0,0,0,0,0,null
north-bicentennial-park,north-bicentennial-park skiresort,northbicentennialpark,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/north-bicentennial-park/,0,0,0,0,0,0,0,null
northeast-slopes-east-corinth,northeast-slopes-east-corinth skiresort,northeastslopes,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/northeast-slopes-east-corinth/,355,1.2,1,0,15,0,0,1.2
nubs-nob-ski-area,nubs-nob-ski-area skiresort,nubsnobski,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/nubs-nob-ski-area/,403,6.2,9,3.7,80,68,57,3
nutt-hill-plymouth,nutt-hill-plymouth skiresort,nutthillplymouth,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/nutt-hill-plymouth/,309,0.2,0,0,0,0,0,1
oak-mountain,oak-mountain skiresort,oakmountainskiresort,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/oak-mountain/,740,6,4,2,38,0,27,2.8
otsego-gaylord,otsego-gaylord skiresort,otsegogaylord,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/otsego-gaylord/,422,3,2,2,65,55,50,3
paul-bunyan-ski-hill,paul-bunyan-ski-hill skiresort,paulbunyanskihill,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,0,0,0,0,0,0,0,null
pine-creek,pine-creek skiresort,pinecreekskiresort,NULL,NULL,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/pine-creek/,2508,4,7,5,43,0,38,3
pine-mountain,pine-mountain skiresort,pinemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/pine-mountain/,461,2.5,5.5,1.5,45,37,25,2.9
pinnacle-park-pittsfield,pinnacle-park-pittsfield skiresort,pinnacleparkpittsfield,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/pinnacle-park-pittsfield/,96,0.3,0.2,0.2,0,0,0,1
plumas-eureka-ski-bowl,plumas-eureka-ski-bowl skiresort,plumaseurekaskibowl,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/plumas-eureka-ski-bowl/,1874,1,0.2,0.1,0,0,0,null
plumtree-ski-hill-fawnridge,plumtree-ski-hill-fawnridge skiresort,plumtreeskihillfawnridge,NULL,NULL,North America,USA,Illinois,http://www.skiresort.info/ski-resort/plumtree-ski-hill-fawnridge/,0,0,0,0,0,0,0,null
polar-peak,polar-peak skiresort,polarpeak,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/polar-peak/,196,1,0.5,0.4,0,0,0,1
pomerelle,pomerelle skiresort,pomerelle,NULL,NULL,North America,USA,Idaho,http://www.skiresort.info/ski-resort/pomerelle/,2640,4,7,4,38,0,29,3
porcupine-mountain,porcupine-mountain skiresort,porcupinemountain,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/porcupine-mountain/,415,3.2,3.5,3,39,0,30,null
powderbird,powderbird skiresort,powderbird,NULL,NULL,North America,USA,Utah,http://www.skiresort.info/ski-resort/powderbird/,0,0,0,0,0,0,0,null
powderhorn,powderhorn skiresort,powderhornskiresort,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/powderhorn/,3000,5,15,18,71,60,35,3.6
powderhouse-hill-south-berwick,powderhouse-hill-south-berwick skiresort,powderhousehill,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,80,0.5,0,0,5,0,0,1
powers-bluff,powers-bluff skiresort,powersbluff,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/powers-bluff/,436,1,0,0,8,0,0,1
quadna-mountain,quadna-mountain skiresort,quadnamountainpark,NULL,NULL,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/quadna-mountain/,0,0,0,0,0,0,0,null
quechee-lakes-ski-area,quechee-lakes-ski-area skiresort,quecheelakesskiarea,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,380,2,2.5,0.5,36,0,32,2.8
ravenswood,ravenswood skiresort,ravenswood,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/ravenswood/,0,0,0,0,0,0,0,null
red-hill-moultonborough,red-hill-moultonborough skiresort,redhillmountain,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/red-hill-moultonborough/,260,0.4,0.4,0.2,0,0,0,1
red-river,red-river skiresort,redriverski,NULL,NULL,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/red-river/,3135,7,6,7,73,67,57,3
riverside-hills,riverside-hills skiresort,riversidehills111,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/riverside-hills/,0,0,0,0,0,0,0,null
riverview-highlands,riverview-highlands skiresort,riverviewhighlands111,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/riverview-highlands/,0,0,0,0,0,0,0,null
royal-mountain,royal-mountain skiresort,royalmountainskiarea,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/royal-mountain/,533,2.5,3,2,40,0,30,3
ruby-mountain,ruby-mountain skiresort,rubymountain,NULL,NULL,North America,USA,Nevada,http://www.skiresort.info/ski-resort/ruby-mountain/,3350,0,0,0,0,0,0,null
sahalie-ski-club,sahalie-ski-club skiresort,sahalieskiclub111,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/sahalie-ski-club/,966,1,0.5,0,0,0,0,null
sand-master-park-florence,sand-master-park-florence skiresort,sandmasterparkflorence,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/sand-master-park-florence/,40,0,0,0.1,25,0,0,1
sawkill-ski,sawkill-ski skiresort,sawkillski,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/sawkill-ski/,0,0,0,0,40,0,33,null
sawmill-mountain-resort,sawmill-mountain-resort skiresort,sawmillmountain,NULL,NULL,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/sawmill-mountain-resort/,620,0.9,2.5,1,37,0,30,2.6
scotch-valley-resort,scotch-valley-resort skiresort,scotchvalleyskiresort,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/scotch-valley-resort/,0,0,0,0,0,0,0,null
seacoast-snow-park,seacoast-snow-park skiresort,seacoastsnowpark,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/seacoast-snow-park/,0,0,0,0,0,0,0,null
seven-oaks,seven-oaks skiresort,sevenoaks1,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/seven-oaks/,330,1.5,2,0.5,36,0,27,3
shanty-creek-resorts-summit-mountain,shanty-creek-resorts-summit-mountain skiresort,shantycreekresorts,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/shanty-creek-resorts-summit-mountain/,300,0.8,2.5,0.7,69,59,54,3
showdown,showdown skiresort,showdownskiarea,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/showdown/,2500,6,8,6,45,40,25,3
sierra-summit,sierra-summit skiresort,sierrasummit,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/sierra-summit/,0,0,0,0,0,0,0,null
skiland-mt-aurora,skiland-mt-aurora skiresort,skilandmtaurora,NULL,NULL,North America,USA,Alaska,http://www.skiresort.info/ski-resort/skiland-mt-aurora/,745,4,9,4,35,0,20,3
skyline-friendship,skyline-friendship skiresort,skylinefriendship,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/skyline-friendship/,392,1,0.4,0.3,0,0,0,1.4
sleeping-giant,sleeping-giant skiresort,sleepinggiantskiresort,NULL,NULL,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/sleeping-giant/,2265,3,8,6,34,26,16,2.7
sleepy-hollow-sports-park-des-moines,sleepy-hollow-sports-park-des-moines skiresort,sleepyhollowsportsparkdesmoines,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sleepy-hollow-sports-park-des-moines/,286,0.5,0.4,0.3,0,0,0,2.8
smugglers-notch,smugglers-notch skiresort,smugglersnotch,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/smugglers-notch/,1112,13,41,24,80,0,64,3
snoebahn-centennial,snoebahn-centennial skiresort,snoebahncentennial,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/snoebahn-centennial/,1710,0.1,0,0,40,0,35,null
snow-hill-at-eastman,snow-hill-at-eastman skiresort,snowhillathome,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/snow-hill-at-eastman/,420,0.5,0.5,0,0,0,0,null
snow-summit-big-bear-lake,snow-summit-big-bear-lake skiresort,snowsummitbigbear,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/snow-summit-big-bear-lake/,2500,10,12,7,89,73,36,3.4
song-mountain,song-mountain skiresort,songmountainskiteam,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/song-mountain/,585,4.5,6,2.5,56,0,46,2.9
spout-springs,spout-springs skiresort,spoutsprings,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/spout-springs/,1670,3,5,1.5,35,30,25,3
spruce-mountain-jay,spruce-mountain-jay skiresort,sprucemountainjay111,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/spruce-mountain-jay/,183,0.6,1.4,0.4,25,0,20,1
stagecoach,stagecoach skiresort,stagecoachskiarea,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/stagecoach/,2867,0,0,0,0,0,0,null
standing-rocks,standing-rocks skiresort,standingrocksskihill,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/standing-rocks/,370,0.6,0.3,0.3,8,0,5,null
steamboat,steamboat skiresort,skisteamboat,NULL,NULL,North America,USA,Colorado,http://www.skiresort.info/ski-resort/steamboat/,3221,25,95,45,165,135,105,3.9
stevens-pass,stevens-pass skiresort,stevenspassskipatrol,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/stevens-pass/,1750,6,18,15,74,0,50,3.5
stover-mountain,stover-mountain skiresort,stovermountain,NULL,NULL,North America,USA,California,http://www.skiresort.info/ski-resort/stover-mountain/,1710,0,0,0,0,0,0,null
sugar-mountain,sugar-mountain skiresort,sugarmountainskiresort,NULL,NULL,North America,USA,North Carolina,http://www.skiresort.info/ski-resort/sugar-mountain/,1589,4,7,3,72,0,49,3.7
sugarloaf,sugarloaf skiresort,sugarloafskiing,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/sugarloaf/,1286,28,40,51,95,79,69,3.4
suicide-six,suicide-six skiresort,suicidesix,NULL,NULL,North America,USA,Vermont,http://www.skiresort.info/ski-resort/suicide-six/,411,3.5,4,3,68,0,50,3
summit-ski-area-at-mt-hood,summit-ski-area-at-mt-hood skiresort,summitskiarea,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/summit-ski-area-at-mt-hood/,1312,2,2,0,30,0,20,3
sundown,sundown skiresort,skisundown,NULL,NULL,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/sundown/,330,2.7,1.4,1.7,60,52,18,null
sunset-ski-area,sunset-ski-area skiresort,sunsetskiarea,NULL,NULL,North America,USA,Iowa,http://www.skiresort.info/ski-resort/sunset-ski-area/,0,0,0,0,0,0,0,null
teton-pass,teton-pass skiresort,tetonpassskiarea,NULL,NULL,North America,USA,Montana,http://www.skiresort.info/ski-resort/teton-pass/,2194,6,5,4,45,40,30,2.6
the-ridge-le-roy,the-ridge-le-roy skiresort,theridgeleroy,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/the-ridge-le-roy/,245,0.4,0.3,0,0,0,0,1.5
thunder-ridge,thunder-ridge skiresort,thunderridgeski,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/thunder-ridge/,267,1.8,1,1.4,52,0,37,null
timberline-four-seasons,timberline-four-seasons skiresort,timberlinefourseasons,NULL,NULL,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/timberline-four-seasons/,1301,6,6,6,79,0,55,3
titcomb-mountain,titcomb-mountain skiresort,titcombmountain,NULL,NULL,North America,USA,Maine,http://www.skiresort.info/ski-resort/titcomb-mountain/,210,1,1.1,2.3,22,0,0,null
toggenburg-ski-center,toggenburg-ski-center skiresort,toggenburgskicenter,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/toggenburg-ski-center/,543,3.2,2,3.1,50,0,40,null
treetops-sylvan,treetops-sylvan skiresort,treetopssylvan,NULL,NULL,North America,USA,Michigan,http://www.skiresort.info/ski-resort/treetops-sylvan/,405,0.3,1.9,2.2,59,55,49,null
triangle-sports-area-green-bay,triangle-sports-area-green-bay skiresort,trianglesportsareagreenbay,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,217,0.5,0.1,0,0,0,0,1
trollhaugen,trollhaugen skiresort,trollhaugen,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/trollhaugen/,362,2.5,1.5,0.9,50,0,40,2.6
val-bialas-ski-center-utica,val-bialas-ski-center-utica skiresort,valbialas,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,251,0.8,0.4,0.6,0,0,0,2.6
veterans-memorial-franklin,veterans-memorial-franklin skiresort,veteransmemorialfranklin,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/veterans-memorial-franklin/,305,0.6,0.4,0,0,0,0,1.3
villa-olivia-bartlett,villa-olivia-bartlett skiresort,villaoliviabartlett,NULL,NULL,North America,USA,Illinois,http://www.skiresort.info/ski-resort/villa-olivia-bartlett/,258,0.2,0.6,0.6,40,29,17,2.2
ward-hill-shrewsbury,ward-hill-shrewsbury skiresort,wardhillshrewsbury111,NULL,NULL,North America,USA,Massachusetts,http://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,160,0.6,1,0.5,49,0,10,2.5
warner-canyon-lakeview,warner-canyon-lakeview skiresort,warnercanyonskiarea,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/warner-canyon-lakeview/,1975,2.4,1.6,5.9,32,22,18,null
wenatchee-mission-ridge,wenatchee-mission-ridge skiresort,wenatcheemissionridge111,NULL,NULL,North America,USA,Washington State,http://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,2078,10,60,30,63,0,43,3.4
whaleback,whaleback skiresort,whaleback,NULL,NULL,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/whaleback/,543,5.2,2.8,3.5,43,32,27,2.8
white-pine-pinedale,white-pine-pinedale skiresort,whitepineskiresort,NULL,NULL,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/white-pine-pinedale/,2847,3.7,2.6,5.3,48,0,35,3
whitetail-ridge-fort-mccoy,whitetail-ridge-fort-mccoy skiresort,whitetailresort,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,322,0.7,0.5,0,30,0,25,1.5
willamette-pass-crescent,willamette-pass-crescent skiresort,willamettepass,NULL,NULL,North America,USA,Oregon,http://www.skiresort.info/ski-resort/willamette-pass-crescent/,2036,6,13,10,49,0,30,3.4
winter-park-kewaunee-county,winter-park-kewaunee-county skiresort,winterparkresort,NULL,NULL,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,225,0.5,0.5,0.1,10,0,0,1.5
winterclub-indoor-ski-snowboard-winter-park,winterclub-indoor-ski-snowboard-winter-park skiresort,winterclubindoorski,NULL,NULL,North America,USA,Florida,http://www.skiresort.info/ski-resort/winterclub-indoor-ski-snowboard-winter-park/,34,0.1,0,0,0,0,0,1
wisp-mchenry-deep-creek-lake,wisp-mchenry-deep-creek-lake skiresort,wispmchenrydeepcreeklake,NULL,NULL,North America,USA,Maryland,http://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,950,5.6,6.1,4.3,74,0,54,null
woodbury,woodbury skiresort,woodburyskiarea,NULL,NULL,North America,USA,Connecticut,http://www.skiresort.info/ski-resort/woodbury/,259,3.5,3.5,2.6,42,0,35,null
woods-valley,woods-valley skiresort,woodsvalley,NULL,NULL,North America,USA,New York,http://www.skiresort.info/ski-resort/woods-valley/,325,2,1.5,0.5,43,0,37,null